price,area,latitude,longitude,Bedrooms,Bathrooms,Balcony,Furnished_status,type_of_building,Price_sqft,log_price,has_parking,has_lift,is_new
6040000.0,1341.0,28.682107,77.4465784,3,2,0,Unknown,Flat,4504.101416853095,15.613914735473898,0,0,0
22000000.0,2835.0,28.470149,77.535673,4,5,4,Unfurnished,Individual House,7760.141093474427,16.906553056777135,1,0,0
3000000.0,630.0,28.68641662597656,77.2995834350586,2,2,1,Semi-Furnished,Flat,4761.9047619047615,14.914123179965662,1,0,0
23500000.0,2985.0,28.441368,77.098124,3,3,2,Unknown,Flat,7872.696817420436,16.97251102166758,0,0,0
15000000.0,2550.0,28.5750243,77.3803,4,4,5,Semi-Furnished,Flat,5882.35294117647,16.52356082573315,1,0,0
11000000.0,1510.0,28.3930662,77.022442,3,2,4,Unknown,Flat,7284.76821192053,16.213405921671733,1,1,0
4500000.0,1000.0,28.621288299560547,77.05307006835938,3,2,1,Semi-Furnished,Flat,4500.0,15.319588176962746,0,0,0
5000000.0,1205.0,28.453581,77.556221,2,2,2,Unknown,Flat,4149.377593360996,15.424948670398354,0,0,0
4000000.0,1010.0,28.619028,77.425972,2,2,3,Unknown,Flat,3960.3960396039606,15.201805169084134,1,1,0
6200000.0,950.0,28.634750366210938,77.04913330078125,3,2,1,Semi-Furnished,Flat,6526.315789473684,15.64006001130563,1,1,0
9800000.0,1765.0,28.4460523,76.9772858,3,3,2,Unfurnished,Flat,5552.407932011332,16.097893045681612,1,0,0
6600000.0,1455.0,28.5684777,77.3775,3,3,4,Semi-Furnished,Flat,4536.082474226804,15.702580358511794,1,0,0
5500000.0,1000.0,28.615032,77.0290715,3,2,0,Semi-Furnished,Flat,5500.0,15.520258832020865,0,0,0
14000000.0,1750.0,28.4215541,77.0780609,3,4,2,Semi-Furnished,Flat,8000.0,16.454567959008102,1,1,0
15000000.0,1900.0,28.424436569213867,77.09821319580078,3,3,0,Semi-Furnished,Flat,7894.736842105263,16.52356082573315,0,0,0
13200000.0,1935.0,28.642318725585938,77.42117309570312,3,3,2,Furnished,Flat,6821.705426356589,16.395727463314174,0,1,0
2800000.0,800.0,28.63578224182129,77.43241882324219,2,2,1,Semi-Furnished,Individual House,3500.0,14.845130332288226,0,0,0
